Original 52 TAC,Target TAC 64
45568;48128
45571;48129
45569;48130
45570;48131
45578;48132
45572;48133
45573;48134
45574;48135
45575;48136
45576;48137
45577;48138
45579;48139
45584;48140
45580;48141
45582;48142
45581;48143
45583;48144
45585;48145
45586;48146
